uniprot_A,uniprot_B,Entry_name_A,Entry_name_B,Gene_A,Gene_B,org_A,org_B,interaction_type,V1,V2
E7ELX2,Q93079,E7ELX2,h2b1h_human,E7ELX2,H2BC9,recombinant hepatitis c virus j6/jfh1(ed43-ns5a),human,association;,1,0
P0DTC9,P09622,ncap_sars2,dldh_human,N,DLD,SARS-CoV-2,human,association;,1,0
P25788,P0C706,psa3_human,cvc2_ebvg,PSMA3,CVC2,human,ebvg,physical association;,1,0
Q9BSY4,Q2PJP1,chch5_human,q2pjp1_9infa,CHCHD5,NS2,human,h5n1)-1,physical association;,1,1
P06463,O95817,ve6_hpv18,bag3_human,E6,BAG3,hpv18,human,association;,1,0
Q88489,Q5QJE6,Q88489,tdif2_human,Q88489,DNTTIP2,tick-borne encephalitis virus,human,physical association;,1,0
P19712,P04844,P19712,rpn2_human,P19712,RPN2,CSFV,human,association;,1,1
P03259,Q92793,e1a_ade12,cbp_human,e1a_ade12,CREBBP,ade12,human,physical association;,5,0
C5E527,Q96BY7,c5e527_9infa,atg2b_human,PB2,ATG2B,A/New York/1682/2009(H1N1),human,association;,1,0
I6TAH8,Q5JNZ5,i6tah8_i68a0,rs26l_human,NP,RPS26P11,i68a0,human,association;,1,0
Q2MG95,Q9Y6N5,q2mg95_ebvb9,sqor_human,BVLF1,SQOR,ebvb9,human,association;,1,0
P06792,P08195,ve5_hpv18,4f2_human,E5,SLC3A2,hpv18,human,association;,1,0
P09613,P40855,gp_uuks,pex19_human,GP,PEX19,Uuk,human,association;,1,0
P03129,P68400,ve7_hpv16,csk21_human,E7,CSNK2A1,hpv16,human,phosphorylation reaction;,1,0
P06821,Q9NZL4,m2_i34a1,hpbp1_human,M,HSPBP1,i34a1,human,association;,1,0
Q77M19,Q12931,q77m19_measw,trap1_human,P,TRAP1,measw,human,association;,1,0
P19712,P07910,P19712,hnrpc_human,P19712,HNRNPC,CSFV,human,association;,2,1
Q9Y224,Q1K9H5,rtraf_human,q1k9h5_i33a0,RTRAF,PB1,human,i33a0,association;,1,0
P03118,P31274,ve2_hpv1,hxc9_human,E2,HOXC9,hpv1a,human,physical association;,1,0
P06821,O00264,m2_i34a1,pgrc1_human,M,PGRMC1,i34a1,human,association;,1,0
C5E527,P31327,c5e527_9infa,cpsm_human,PB2,CPS1,A/New York/1682/2009(H1N1),human,association;,1,0
P06422,Q13950,ve2_hpv08,runx2_human,E2,RUNX2,hpv08,human,physical association;,1,1
A0A142I5B9,P62913,A0A142I5B9,rl11_human,A0A142I5B9,RPL11,ZIKVK,human,association;,1,0
P06792,P57088,ve5_hpv18,tmm33_human,E5,TMEM33,hpv18,human,association;,1,1
Q99AU3,Q13310,ns1_i18a0,pabp4_human,NS,PABPC4,i18a0,human,association;,1,0
P69901,P62191,P69901,prs4_human,P69901,PSMC1,hpv11,human,association;,1,0
P36780,P06733,ve2_hpv09,enoa_human,E2,ENO1,Human papillomavirus type 9,human,physical association;,1,0
O36551,Q07864,o36551_hhv8,dpoe1_human,K8.1,POLE,hhv8,human,association;,1,0
Q99IB8,Q4ZG55,Q99IB8,greb1_human,Q99IB8,GREB1,hcvjf,human,physical association;,1,0
P04015,Q96T23,ve2_hpv11,rsf1_human,E2,RSF1,hpv11,human,physical association;,1,1
Q6VGS8,Q96I24,q6vgs8_ade05,fubp3_human,E4,FUBP3,ade05,human,association;,1,0
P06460,Q9BVG9,P06460,ptss2_human,P06460,PTDSS2,hpv6b,human,association;,1,1
Q80908,O15111,ve7_hpv38,ikka_human,E7,CHUK,hpv38,human,physical association;,1,0
P0CK56,P55145,ul92_ebvb9,manf_human,ul92_ebvb9,MANF,ebvb9,human,association;,1,0
P04020,Q9NP81,ve7_hpv11,sysm_human,E7,SARS2,hpv11,human,association;,1,1
Q99IB8,P04114,Q99IB8,apob_human,Q99IB8,APOB,hcvjf,human,physical association;,1,0
C5E527,Q9BRK5,c5e527_9infa,cab45_human,PB2,SDF4,A/New York/1682/2009(H1N1),human,association;,3,0
P0CK56,P35221,ul92_ebvb9,ctna1_human,ul92_ebvb9,CTNNA1,ebvb9,human,association;,1,0
C5E527,Q6R327,c5e527_9infa,rictr_human,PB2,RICTOR,A/New York/1682/2009(H1N1),human,association;,2,0
Q9WMX2,Q9Y219,Q9WMX2,jag2_human,Q9WMX2,JAG2,hcvco,human,physical association;,1,2
P06463,O14936,ve6_hpv18,cskp_human,E6,CASK,hpv18,human,physical association;,1,0
P0C739,Q9NPB0,bnl2a_ebvb9,smdc1_human,bnl2a_ebvb9,SAYSD1,ebvb9,human,association;,1,0
Q99IB8,Q13099,Q99IB8,ift88_human,Q99IB8,IFT88,hcvjf,human,physical association;association;,2,1
P45973,Q99IB8,cbx5_human,Q99IB8,CBX5,Q99IB8,human,hcvjf,physical association;,1,0
P24772,P22492,b14_vaccw,h1t_human,b14_vaccw,H1-6,vaccw,human,association;,1,0
P04012,P52292,vl1_hpv11,ima1_human,L1,KPNA2,hpv11,human,direct interaction;,1,0
Q1K9H2,Q9Y2R5,q1k9h2_i33a0,rt17_human,NP,MRPS17,i33a0,human,association;,1,0
Q8JPQ9,P55072,nss_bunl8,tera_human,N,VCP,bunl8,human,association;,1,0
P06460,P51571,P06460,ssrd_human,P06460,SSR4,hpv6b,human,association;,1,1
P0C739,Q13586,bnl2a_ebvb9,stim1_human,bnl2a_ebvb9,STIM1,ebvb9,human,association;,1,0
P0CK56,Q9UPN7,ul92_ebvb9,pp6r1_human,ul92_ebvb9,PPP6R1,ebvb9,human,association;,1,0
Q16531,P18045,ddb1_human,vpx_hv2g1,DDB1,vpx,human,hv2g1,physical association;,1,0
E5LBS6,Q96B36,e5lbs6_hhv8,akts1_human,ORF10,AKT1S1,hhv8,human,association;,1,0
P03427,Q5VTE0,pb2_i33a0,ef1a3_human,PB2,EEF1A1P5,i33a0,human,association;,1,0
P06461,P60468,P06461,sc61b_human,P06461,SEC61B,hpv6b,human,association;,1,1
P15059,Q9BQE3,spi2_vaccw,tba1c_human,SPI-2,TUBA1C,vaccw,human,association;,1,0
P03246,O15533,e1bs_ade05,tpsn_human,e1bs_ade05,TAPBP,ade05,human,association;,1,0
C5E524,O00754,c5e524_9infa,ma2b1_human,NS1,MAN2B1,A/New York/1682/2009(H1N1),human,association;,1,0
P30119,A3KMH1,btrf1_ebvb9,vwa8_human,btrf1_ebvb9,VWA8,ebvb9,human,association;,1,0
P03246,P39656,e1bs_ade05,ost48_human,e1bs_ade05,DDOST,ade05,human,association;,1,1
P0DTC3,P11586,ap3a_sars2,c1tc_human,Protein X1,MTHFD1,SARS-CoV-2,human,association;,1,0
O56264,Q15717,ns1_i97a1,elav1_human,NS,ELAVL1,i97a1,human,association;,1,0
Q05322,Q05639,vp24_ebozm,ef1a2_human,VP24,EEF1A2,ebozm,human,association;,1,0
P0DTD1,Q5SSJ5,p0dtd1-pro_0000449632,hp1b3_human,rep,HP1BP3,SARS-CoV-2,human,association;,1,0
P06461,O15031,P06461,plxb2_human,P06461,PLXNB2,hpv6b,human,association;,1,1
Q194T2,P38159,q194t2_9infa,rbmx_human,NS1,RBMX,influenza a virus (a/wsn/1933(h1n1)),human,association;,1,0
P24830,P31274,ve2_hpv39,hxc9_human,E2,HOXC9,Human papillomavirus type 39,human,physical association;,1,0
Q2MG95,P50281,q2mg95_ebvb9,mmp14_human,BVLF1,MMP14,ebvb9,human,association;,1,0
Q77M19,Q99615,q77m19_measw,dnjc7_human,P,DNAJC7,measw,human,association;,1,0
P03127,Q96QZ7,ve6_crpvk,magi1_human,E6,MAGI1,crpv,human,direct interaction;,1,0
A0A142I5B9,P40855,A0A142I5B9,pex19_human,A0A142I5B9,PEX19,ZIKVK,human,association;,1,0
P06463,P30101,ve6_hpv18,pdia3_human,E6,PDIA3,hpv18,human,association;,1,1
Q16611,P06463,bak_human,ve6_hpv18,BAK1,E6,human,hpv18,direct interaction;,4,3
P05928,Q9Y4B6,vpr_hv1br,dcaf1_human,vpr,DCAF1,hv1br,human,association;,5,0
P06461,O95297,P06461,mpzl1_human,P06461,MPZL1,hpv6b,human,association;,1,1
Q6DPW5,Q9P1Y5,q6dpw5_9infa,camp3_human,M,CAMSAP3,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
P06792,Q9NRX5,ve5_hpv18,serc1_human,E5,SERINC1,hpv18,human,association;,1,1
P61769,P59595,b2mg_human,ncap_cvhsa,B2M,N,human,sars-cov,physical association;,2,0
Q5EP37,Q96TA2,q5ep37_9infa,ymel1_human,PB1,YME1L1,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
P0CK56,P39656,ul92_ebvb9,ost48_human,ul92_ebvb9,DDOST,ebvb9,human,association;,1,0
P0DTD1,Q9BUJ2,p0dtd1-pro_0000449620,hnrl1_human,rep,HNRNPUL1,SARS-CoV-2,human,association;,1,0
P03366,P31350,pol_hv1b1,rir2_human,gag-pol,RRM2,hv1b1,human,association;,1,0
P06428,Q9P2B4,ve6_hpv08,ct2nl_human,E6,CTTNBP2NL,hpv08,human,association;,1,0
P04015,P53365,ve2_hpv11,arfp2_human,E2,ARFIP2,hpv11,human,physical association;,1,0
C5E527,Q9Y4W2,c5e527_9infa,las1l_human,PB2,LAS1L,A/New York/1682/2009(H1N1),human,association;,2,0
P03120,Q5VT06,ve2_hpv16,ce350_human,E2,CEP350,hpv16,human,physical association;,1,0
P03496,Q92569,ns1_i34a1,p55g_human,NS,PIK3R3,i34a1,human,association;,6,0
E7ELX2,Q9H0Q3,E7ELX2,fxyd6_human,E7ELX2,FXYD6,recombinant hepatitis c virus j6/jfh1(ed43-ns5a),human,association;,1,0
Q77M19,Q92504,q77m19_measw,s39a7_human,P,SLC39A7,measw,human,association;,1,0
P36313,P63267,icp34_hhv11,acth_human,ICP34.5,ACTG2,hhv11,human,association;,1,0
P0CK56,P11166,ul92_ebvb9,gtr1_human,ul92_ebvb9,SLC2A1,ebvb9,human,association;,1,0
P03428,O75340,pb2_i34a1,pdcd6_human,PB2,PDCD6,i34a1,human,association;,2,0
O92597,Q9P2N5,o92597_hhv8,rbm27_human,k8,RBM27,hhv8,human,association;,1,1
P27958,Q9H4G4,P27958,gapr1_human,P27958,GLIPR2,hcvh,human,association;,1,0
Q9DUG7,Q99575,Q9DUG7,pop1_human,Q9DUG7,POP1,jcpyv,human,association;,1,0
P04637,P27958,p53_human,P27958,TP53,P27958,human,hcvh,physical association;,1,0
P03179,Q9Y230,mtp_ebvb9,ruvb2_human,mtp_ebvb9,RUVBL2,ebvb9,human,association;,1,0
Q99IB8,P00846,Q99IB8,atp6_human,Q99IB8,MT-ATP6,hcvjf,human,association;,4,0
P0C6X7,O75131,p0c6x7-pro_0000037309,cpne3_human,rep,CPNE3,sars-cov,human,association;,1,0
P06422,Q13309,ve2_hpv08,skp2_human,E2,SKP2,hpv08,human,physical association;,1,1
P03246,P50479,e1bs_ade05,pdli4_human,e1bs_ade05,PDLIM4,ade05,human,association;,1,1
P05919,Q53GQ0,vpu_hv1h2,dhb12_human,vpu,HSD17B12,hv1h2,human,association;,2,0
P06422,P11021,ve2_hpv08,bip_human,E2,HSPA5,hpv08,human,physical association;,1,0
P27228,Q14160,ve6_hpv35,scrib_human,E6,SCRIB,Human papillomavirus type 35,human,physical association;,1,0
A0A142I5B9,P56730,A0A142I5B9,netr_human,A0A142I5B9,PRSS12,ZIKVK,human,association;,1,0
P03431,Q8N9N5,rdrp_i34a1,banp_human,PB1,BANP,i34a1,human,physical association;,1,0
P03366,P62993,pol_hv1b1,grb2_human,gag-pol,GRB2,hv1b1,human,association;,1,0
P03431,P35637,rdrp_i34a1,fus_human,PB1,FUS,i34a1,human,physical association;,1,0
B4URF7,Q9HCE1,b4urf7_i33a0,mov10_human,PB2,MOV10,i33a0,human,association;,1,0
Q8AZJ3,O94851,bnl2b_ebvb9,mica2_human,bnl2b_ebvb9,MICAL2,ebvb9,human,association;,1,0
P0CK56,Q14204,ul92_ebvb9,dyhc1_human,ul92_ebvb9,DYNC1H1,ebvb9,human,association;,1,0
P04608,Q7L2J0,tat_hv1h2,mepce_human,tat,MEPCE,hv1h2,human,association;,2,1
P04578,Q9UBS4,p04578-pro_0000038427,djb11_human,env,DNAJB11,hv1h2,human,association;,7,0
Q1K9H2,Q9P015,q1k9h2_i33a0,rm15_human,NP,MRPL15,i33a0,human,association;,4,0
P0DOE9,P51148,ns1_hrsva,rab5c_human,1C,RAB5C,hrsva,human,association;,1,0
P0C739,Q9NX61,bnl2a_ebvb9,t161a_human,bnl2a_ebvb9,TMEM161A,ebvb9,human,association;,1,0
O40945,Q9H1A3,o40945_hhv8,metl9_human,ORF69,METTL9,hhv8,human,association;,1,0
P0DTC5,P16615,vme1_sars2,at2a2_human,vme1_sars2,ATP2A2,SARS-CoV-2,human,association;,1,0
O36551,Q96KP1,o36551_hhv8,exoc2_human,K8.1,EXOC2,hhv8,human,association;,1,0
P06790,Q8NEZ5,ve2_hpv18,fbx22_human,E2,FBXO22,hpv18,human,physical association;,1,0
P36778,Q9Y6X2,ve2_hpv03,pias3_human,E2,PIAS3,hpv03,human,physical association;,1,1
P06921,P02538,ve2_hpv05,k2c6a_human,E2,KRT6A,hpv05,human,physical association;,1,1
P17544,Q2HR82,atf7_human,kbzip_hhv8p,ATF7,K8,human,hhv8p,direct interaction;,1,1
O56264,P57053,ns1_i97a1,h2bfs_human,NS,H2BS1,i97a1,human,association;,1,0
Q9WMX2,Q9Y3I0,Q9WMX2,rtcb_human,Q9WMX2,RTCB,hcvco,human,association;,1,1
E7ELX2,P46013,E7ELX2,ki67_human,E7ELX2,MKI67,recombinant hepatitis c virus j6/jfh1(ed43-ns5a),human,association;,1,0
P69901,Q96G97,P69901,bscl2_human,P69901,BSCL2,hpv11,human,association;,1,0
Q69117,P31689,q69117_ebvg,dnja1_human,BFRF1A,DNAJA1,ebvg,human,association;,1,0
P0DTC8,Q92820,P0DTC8,ggh_human,P0DTC8,GGH,SARS-CoV-2,human,association;,1,0
P0C706,Q96EP0,cvc2_ebvg,rnf31_human,CVC2,RNF31,ebvg,human,physical association;,1,0
P03427,Q96I23,pb2_i33a0,prey_human,PB2,PYURF,i33a0,human,association;,1,0
P06792,Q99623,ve5_hpv18,phb2_human,E5,PHB2,hpv18,human,association;,1,1
O41963,P02647,o41963_mhv68,apoa1_human,o41963_mhv68,APOA1,mhv68,human,physical association;,1,0
P03182,P23458,ear_ebvb9,jak1_human,ear_ebvb9,JAK1,ebvb9,human,association;,1,0
Q99IB8,Q96J01,Q99IB8,thoc3_human,Q99IB8,THOC3,hcvjf,human,association;,1,0
Q6QDQ4,Q9NZI8,q6qdq4_prrsv,if2b1_human,N,IGF2BP1,prrsv,human,association;,1,0
A0A142I5B9,Q6P158,A0A142I5B9,dhx57_human,A0A142I5B9,DHX57,ZIKVK,human,association;,1,0
C5E526,Q9Y5V3,c5e526_9infa,magd1_human,PB1,MAGED1,A/New York/1682/2009(H1N1),human,association;,4,0
P03508,Q7Z4H7,nep_i34a1,haus6_human,NS,HAUS6,i34a1,human,association;,2,0
P36791,P16144,ve2_hpv32,itb4_human,E2,ITGB4,hpv32,human,physical association;,2,1
C5E519,Q6NXE6,c5e519_9infa,armc6_human,M2,ARMC6,A/New York/1682/2009(H1N1),human,association;,1,0
P06461,Q9UJS0,P06461,cmc2_human,P06461,SLC25A13,hpv6b,human,association;,1,0
P0DTC8,P12109,P0DTC8,co6a1_human,P0DTC8,COL6A1,SARS-CoV-2,human,association;,1,0
Q91B85,Q9H814,Q91B85,phax_human,Q91B85,PHAX,alkhumra hemorrhagic fever virus,human,physical association;,1,1
Q9Y2V7,P03508,cog6_human,nep_i34a1,COG6,NS,human,i34a1,physical association;,1,0
P0C1C6,Q99879,w_hendh,h2b1m_human,P/V/C,H2BC14,hendh,human,association;,1,0
P06429,Q13177,ve7_hpv33,pak2_human,E7,PAK2,hpv33,human,physical association;,1,1
P27958,P05455,P27958,la_human,P27958,SSB,hcvh,human,association;,1,0
Q9QPN3,P08631,nef_hv1la,hck_human,nef,HCK,hv1la,human,physical association;,3,0
Q9WMX2,P22626,Q9WMX2,roa2_human,Q9WMX2,HNRNPA2B1,hcvco,human,association;,1,0
P03427,Q1RLM6,pb2_i33a0,q1rlm6_human,PB2,FBXL10,i33a0,human,association;,2,0
B4URF7,Q9BPZ7,b4urf7_i33a0,sin1_human,PB2,MAPKAP1,i33a0,human,association;,2,0
Q96GD3,Q9E7P0,scmh1_human,Q9E7P0,SCMH1,Q9E7P0,human,dengue virus 2,physical association;,1,1
P06921,Q9NY93,ve2_hpv05,ddx56_human,E2,DDX56,hpv05,human,physical association;,1,0
P03496,P52597,ns1_i34a1,hnrpf_human,NS,HNRNPF,i34a1,human,association;,1,0
P03452,P38435,hema_i34a1,vkgc_human,HA,GGCX,i34a1,human,association;,1,0
P06454,P0DOE7,ptma_human,matrx_hrsva,PTMA,M,human,hrsva,physical association;,1,0
Q0HD54,Q12906,ns1_i40a0,ilf3_human,NS,ILF3,i40a0,human,association;,1,0
P06428,P16615,ve6_hpv08,at2a2_human,E6,ATP2A2,hpv08,human,association;,1,0
P06792,Q96K19,ve5_hpv18,rn170_human,E5,RNF170,hpv18,human,association;,1,1
Q20MH8,Q96A33,q20mh8_i33a0,ccd47_human,M2,CCDC47,i33a0,human,association;,2,0
Q8N2S1,Q9WMX2,ltbp4_human,Q9WMX2,LTBP4,Q9WMX2,human,hcvco,physical association;,1,0
P03431,Q8WVX9,rdrp_i34a1,facr1_human,PB1,FAR1,i34a1,human,association;,3,0
P03427,Q6NVV8,pb2_i33a0,q6nvv8_human,PB2,IAH1,i33a0,human,association;,1,0
Q77M19,Q9Y241,q77m19_measw,hig1a_human,P,HIGD1A,measw,human,association;,1,0
P29882,Q96CV9,cep1_ebvb9,optn_human,cep1_ebvb9,OPTN,ebvb9,human,physical association;,1,0
P06460,P35606,P06460,copb2_human,P06460,COPB2,hpv6b,human,association;,1,0
P04578,Q9UJZ1,p04578-pro_0000038428,stml2_human,env,STOML2,hv1h2,human,association;,2,0
P06423,Q13287,ve2_hpv33,nmi_human,E2,NMI,hpv33,human,physical association;,1,1
Q76353,P12532,Q76353,kcru_human,Q76353,CKMT1B,9hiv1,human,association;,2,0
I6T1Z2,Q9P035,i6t1z2_i68a0,hacd3_human,NS1,HACD3,i68a0,human,association;,1,0
Q0A2H0,Q15633,ns1_i59a0,trbp2_human,NS,TARBP2,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,1
P06463,P46939,ve6_hpv18,utro_human,E6,UTRN,hpv18,human,physical association;association;,3,1
C5E524,O15294,c5e524_9infa,ogt1_human,NS1,OGT,A/New York/1682/2009(H1N1),human,association;,3,0
P06792,P36542,ve5_hpv18,atpg_human,E5,ATP5F1C,hpv18,human,association;,1,0
P03182,Q13308,ear_ebvb9,ptk7_human,ear_ebvb9,PTK7,ebvb9,human,association;,1,0
Q9P035,Q99IB8,hacd3_human,Q99IB8,HACD3,Q99IB8,human,hcvjf,physical association;,1,0
P0C765,Q71U36,v_ndvb1,tba1a_human,V,TUBA1A,ndv,human,association;,1,0
P03182,Q9HC07,ear_ebvb9,tm165_human,ear_ebvb9,TMEM165,ebvb9,human,association;,1,0
Q1K9H5,Q53H12,q1k9h5_i33a0,agk_human,PB1,AGK,i33a0,human,association;,1,0
P03428,Q8WUH6,pb2_i34a1,tm263_human,PB2,TMEM263,i34a1,human,association;,1,0
P03433,P24928,pa_i34a1,rpb1_human,PA,POLR2A,i34a1,human,physical association;,1,2
Q14258,P03496,tri25_human,ns1_i34a1,TRIM25,NS,human,i34a1,physical association;colocalization;,2,0
P0CK58,Q8NC42,balf1_ebvb9,rn149_human,balf1_ebvb9,RNF149,ebvb9,human,association;,1,0
P04296,O14981,dnbi_hhv11,btaf1_human,DBP,BTAF1,hhv11,human,association;,1,0
I6T1Z2,Q9NWB1,i6t1z2_i68a0,rfox1_human,NS1,RBFOX1,i68a0,human,association;,3,0
B4URF7,Q9BRK5,b4urf7_i33a0,cab45_human,PB2,SDF4,i33a0,human,association;,3,0
Q8N6Y0,Q9WMX2,usbp1_human,Q9WMX2,USHBP1,Q9WMX2,human,hcvco,physical association;,1,0
P03427,P78368,pb2_i33a0,kc1g2_human,PB2,CSNK1G2,i33a0,human,association;,1,0
Q13111,Q1K9H5,caf1a_human,q1k9h5_i33a0,CHAF1A,PB1,human,i33a0,physical association;,1,1
P03496,P07910,ns1_i34a1,hnrpc_human,NS,HNRNPC,i34a1,human,association;,2,0
P06429,Q96BZ8,ve7_hpv33,leng1_human,E7,LENG1,hpv33,human,physical association;,1,1
Q3SBS4,Q03188,q3sbs4_9infa,cenpc_human,NS,CENPC,h9n2),human,physical association;,1,0
P69901,Q02978,P69901,m2om_human,P69901,SLC25A11,hpv11,human,association;,1,0
Q9WMX2,Q9NRR5,Q9WMX2,ubql4_human,Q9WMX2,UBQLN4,hcvco,human,physical association;,1,2
P09613,Q7Z4Q2,gp_uuks,heat3_human,GP,HEATR3,Uuk,human,association;,1,0
C7E5A9,P05026,c7e5a9_hhv8,at1b1_human,ORF26,ATP1B1,hhv8,human,association;,1,0
P15059,Q05639,spi2_vaccw,ef1a2_human,SPI-2,EEF1A2,vaccw,human,association;,1,0
P03255,P62333,e1a_ade05,prs10_human,e1a_ade05,PSMC6,ade05,human,physical association;,1,0
Q9Y287,Q1K9H5,itm2b_human,q1k9h5_i33a0,ITM2B,PB1,human,i33a0,physical association;,1,1
P0C739,Q8IXI2,bnl2a_ebvb9,miro1_human,bnl2a_ebvb9,RHOT1,ebvb9,human,association;,1,0
P06461,O15269,P06461,sptc1_human,P06461,SPTLC1,hpv6b,human,association;,1,1
P03129,P23458,ve7_hpv16,jak1_human,E7,JAK1,hpv16,human,association;,1,1
P06429,Q9NQY0,ve7_hpv33,bin3_human,E7,BIN3,hpv33,human,physical association;,1,0
B4URF7,O95071,b4urf7_i33a0,ubr5_human,PB2,UBR5,i33a0,human,association;,4,0
Q90VU7,P07947,q90vu7_9hiv1,yes_human,nef,YES1,9hiv1,human,physical association;,1,0
Q9UHF1,P0CK47,egfl7_human,nec1_ebvb9,EGFL7,NEC1,human,ebvb9,physical association;,1,0
P0CK47,A1L0V1,nec1_ebvb9,a1l0v1_human,NEC1,ACTN1,ebvb9,human,physical association;,1,0
P06460,Q9P035,P06460,hacd3_human,P06460,HACD3,hpv6b,human,association;,1,0
P03118,Q9BXK5,ve2_hpv1,b2l13_human,E2,BCL2L13,hpv1a,human,physical association;,1,0
Q1K9H2,P82933,q1k9h2_i33a0,rt09_human,NP,MRPS9,i33a0,human,association;,4,0
B4URF7,Q9NXW2,b4urf7_i33a0,djb12_human,PB2,DNAJB12,i33a0,human,association;,1,0
Q96CX3,P0DOE7,zn501_human,matrx_hrsva,ZNF501,M,human,hrsva,physical association;,1,0
Q8TAG9,P0DOE7,exoc6_human,matrx_hrsva,EXOC6,M,human,hrsva,physical association;,1,1
Q2MG95,P25789,q2mg95_ebvb9,psa4_human,BVLF1,PSMA4,ebvb9,human,association;,1,0
Q05322,P27708,vp24_ebozm,pyr1_human,VP24,CAD,ebozm,human,association;,2,1
P0CK56,P07814,ul92_ebvb9,syep_human,ul92_ebvb9,EPRS1,ebvb9,human,association;,1,0
Q1K9H5,P43307,q1k9h5_i33a0,ssra_human,PB1,SSR1,i33a0,human,association;,3,0
P08393,P56524,icp0_hhv11,hdac4_human,ICP0,HDAC4,hhv11,human,physical association;,3,0
P05919,O14980,vpu_hv1h2,xpo1_human,vpu,XPO1,hv1h2,human,association;,2,0
Q67296,Q96B26,pb2_i72a2,exos8_human,PB2,EXOSC8,i72a2,human,physical association;,1,0
O36551,Q9ULF5,o36551_hhv8,s39aa_human,K8.1,SLC39A10,hhv8,human,association;,1,1
D0UZU1,P35244,d0uzu1_hhv8,rfa3_human,ORF73,RPA3,hhv8,human,association;,1,0
Q9UBC3,Q9QR71,dnm3b_human,lana1_hhv8p,DNMT3B,LANA1,human,hhv8p,physical association;direct interaction;,2,0
P27958,Q9Y694,P27958,s22a7_human,P27958,SLC22A7,hcvh,human,association;,1,0
Q85601,P37198,rex_htlv2,nup62_human,Rex-2,NUP62,htlv-2,human,physical association;,2,2
P69901,Q9NP72,P69901,rab18_human,P69901,RAB18,hpv11,human,association;,1,0
D0UZU1,Q9UGN5,d0uzu1_hhv8,parp2_human,ORF73,PARP2,hhv8,human,association;,1,0
P06792,Q92973,ve5_hpv18,tnpo1_human,E5,TNPO1,hpv18,human,association;,1,1
O43747,P19554,ap1g1_human,vpu_hv1s1,AP1G1,vpu,human,hv1s1,colocalization;,2,0
P04020,P27816,ve7_hpv11,map4_human,E7,MAP4,hpv11,human,association;,1,1
P04413,Q08380,us03_hhv11,lg3bp_human,US3,LGALS3BP,hhv11,human,association;,2,0
O40939,P30260,O40939,cdc27_human,O40939,CDC27,hhv8,human,association;,1,0
P03427,Q8TB52,pb2_i33a0,fbx30_human,PB2,FBXO30,i33a0,human,association;,1,0
P03182,P46782,ear_ebvb9,rs5_human,ear_ebvb9,RPS5,ebvb9,human,association;,1,0
A0A663DJA2,O95347,a0a663dja2_sars2,smc2_human,ORF10,SMC2,SARS-CoV-2,human,association;,1,0
P06792,Q92616,ve5_hpv18,gcn1_human,E5,GCN1,hpv18,human,association;,1,0
Q2MG95,Q5VV42,q2mg95_ebvb9,cdkal_human,BVLF1,CDKAL1,ebvb9,human,association;,1,0
C5E527,Q8NCD3,c5e527_9infa,hjurp_human,PB2,HJURP,A/New York/1682/2009(H1N1),human,association;,1,0
I6T1Z2,Q9Y5V3,i6t1z2_i68a0,magd1_human,NS1,MAGED1,i68a0,human,association;,2,0
P36778,Q15223,ve2_hpv03,nect1_human,E2,NECTIN1,hpv03,human,physical association;,1,0
P03209,P49848,rta_ebvb9,taf6_human,rta_ebvb9,TAF6,ebvb9,human,association;,1,0
P03225,Q5W0B1,bdlf2_ebvb9,obi1_human,bdlf2_ebvb9,OBI1,ebvb9,human,association;,1,0
Q3KST2,P22736,ebna3_ebvg,nr4a1_human,EBNA3,NR4A1,ebvg,human,physical association;,1,0
P06792,P18859,ve5_hpv18,atp5j_human,E5,ATP5PF,hpv18,human,association;,1,0
Q00335,P42677,mu2_reovl,rs27_human,M1,RPS27,reovl,human,association;,1,0
I6TAH8,P52292,i6tah8_i68a0,ima1_human,NP,KPNA2,i68a0,human,association;,3,0
O40945,Q13363,o40945_hhv8,ctbp1_human,ORF69,CTBP1,hhv8,human,association;,1,0
I6TAH8,Q13405,i6tah8_i68a0,rm49_human,NP,MRPL49,i68a0,human,association;,3,0
O00571,P27958,ddx3x_human,P27958,DDX3X,P27958,human,hcvh,colocalization;direct interaction;physical association;,5,0
P30119,P42677,btrf1_ebvb9,rs27_human,btrf1_ebvb9,RPS27,ebvb9,human,association;,1,0
B2BUF1,P09874,b2buf1_9infa,parp1_human,NS1,PARP1,influenza a virus (a/wyoming/03/2003(h3n2)),human,association;,1,0
Q77M19,P05386,q77m19_measw,rla1_human,P,RPLP1,measw,human,association;,2,0
Q77M19,P36578,q77m19_measw,rl4_human,P,RPL4,measw,human,association;,1,0
P03177,Q9NXH8,kith_ebvb9,tor4a_human,TK,TOR4A,ebvb9,human,association;,1,0
P0DTD1,O95757,p0dtd1-pro_0000449627,hs74l_human,rep,HSPA4L,SARS-CoV-2,human,association;,2,0
P0CK58,P27105,balf1_ebvb9,stom_human,balf1_ebvb9,STOM,ebvb9,human,association;,1,0
Q77M19,P20645,q77m19_measw,mprd_human,P,M6PR,measw,human,association;,1,0
Q9WPI5,P22626,q9wpi5_9infa,roa2_human,NS1,HNRNPA2B1,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
